ID,GC_Content
lcl|NC_002695.2_cds_NP_309267.1_1160,0.516
lcl|NC_002695.2_cds_NP_309268.1_1161,0.497
lcl|NC_002695.2_cds_NP_309269.1_1162,0.543
lcl|NC_002695.2_cds_NP_309271.1_1163,0.438
lcl|NC_002695.2_cds_NP_309272.1_1164,0.507
lcl|NC_002695.2_cds_NP_309273.1_1165,0.467
lcl|NC_002695.2_cds_NP_309274.1_1166,0.518
lcl|NC_002695.2_cds_NP_309275.1_1167,0.443
lcl|NC_002695.2_cds_NP_309276.1_1168,0.481
lcl|NC_002695.2_cds_NP_309277.1_1169,0.495
lcl|NC_002695.2_cds_NP_309278.1_1170,0.471
lcl|NC_002695.2_cds_NP_309279.2_1171,0.536
lcl|NC_002695.2_cds_NP_309280.2_1172,0.59
lcl|NC_002695.2_cds_NP_309281.1_1173,0.56
lcl|NC_002695.2_cds_NP_309282.1_1174,0.578
lcl|NC_002695.2_cds_NP_309283.1_1175,0.537
lcl|NC_002695.2_cds_NP_309284.4_1176,0.549
lcl|NC_002695.2_cds_NP_309285.4_1177,0.555
lcl|NC_002695.2_cds_NP_309286.1_1178,0.51
lcl|NC_002695.2_cds_NP_309287.1_1179,0.566
lcl|NC_002695.2_cds_NP_309288.1_1180,0.541
lcl|NC_002695.2_cds_NP_309289.1_1181,0.497
lcl|NC_002695.2_cds_NP_309290.1_1182,0.545
lcl|NC_002695.2_cds_NP_309291.1_1183,0.511
lcl|NC_002695.2_cds_NP_309292.1_1184,0.537
lcl|NC_002695.2_cds_NP_309293.1_1185,0.52
lcl|NC_002695.2_cds_NP_309294.1_1186,0.44
lcl|NC_002695.2_cds_NP_309295.1_1187,0.468
lcl|NC_002695.2_cds_NP_309296.1_1188,0.443
lcl|NC_002695.2_cds_NP_309297.1_1189,0.473
lcl|NC_002695.2_cds_NP_309298.1_1190,0.386
lcl|NC_002695.2_cds_NP_309299.2_1191,0.367
lcl|NC_002695.2_cds_NP_309300.1_1192,0.335
lcl|NC_002695.2_cds_NP_309301.1_1193,0.337
lcl|NC_002695.2_cds_NP_309302.2_1194,0.423
lcl|NC_002695.2_cds_NP_309303.2_1195,0.462
lcl|NC_002695.2_cds_NP_309304.1_1196,0.491
lcl|NC_002695.2_cds_NP_309305.1_1197,0.513
lcl|NC_002695.2_cds_NP_309306.3_1198,0.462
lcl|NC_002695.2_cds_NP_309307.1_1199,0.512
lcl|NC_002695.2_cds_NP_309308.1_1200,0.319
lcl|NC_002695.2_cds_NP_309309.2_1201,0.493
lcl|NC_002695.2_cds_NP_309310.1_1202,0.425
lcl|NC_002695.2_cds_NP_309311.1_1203,0.423
lcl|NC_002695.2_cds_NP_309312.2_1204,0.51
lcl|NC_002695.2_cds_NP_309313.1_1205,0.481
lcl|NC_002695.2_cds_NP_309314.3_1206,0.408
lcl|NC_002695.2_cds_NP_309315.1_1207,0.493
lcl|NC_002695.2_cds_NP_309316.1_1208,0.535
lcl|NC_002695.2_cds_NP_309317.2_1209,0.528
lcl|NC_002695.2_cds_NP_309318.2_1210,0.49
lcl|NC_002695.2_cds_NP_309319.1_1211,0.448
lcl|NC_002695.2_cds_NP_309320.1_1212,0.536
lcl|NC_002695.2_cds_NP_309321.1_1213,0.475
lcl|NC_002695.2_cds_NP_309322.1_1214,0.478
lcl|NC_002695.2_cds_NP_309323.1_1215,0.526
lcl|NC_002695.2_cds_NP_309324.2_1216,0.489
lcl|NC_002695.2_cds_NP_309325.1_1217,0.406
lcl|NC_002695.2_cds_NP_309326.1_1218,0.49
lcl|NC_002695.2_cds_NP_309327.1_1219,0.325
lcl|NC_002695.2_cds_NP_309329.1_1220,0.455
lcl|NC_002695.2_cds_NP_309330.1_1221,0.426
lcl|NC_002695.2_cds_NP_309331.1_1222,0.441
lcl|NC_002695.2_cds_NP_309332.1_1223,0.483
lcl|NC_002695.2_cds_NP_309334.1_1224,0.585
lcl|NC_002695.2_cds_NP_309335.1_1225,0.586
lcl|NC_002695.2_cds_NP_309336.2_1226,0.522
lcl|NC_002695.2_cds_NP_309338.1_1227,0.514
lcl|NC_002695.2_cds_NP_309339.2_1228,0.489
lcl|NC_002695.2_cds_NP_309340.1_1229,0.401
lcl|NC_002695.2_cds_NP_309341.1_1230,0.371
lcl|NC_002695.2_cds_NP_309343.1_1231,0.4
lcl|NC_002695.2_cds_NP_309344.2_1232,0.328
lcl|NC_002695.2_cds_NP_309346.1_1233,0.457
lcl|NC_002695.2_cds_NP_309348.2_1234,0.538
lcl|NC_002695.2_cds_NP_309349.1_1235,0.538
lcl|NC_002695.2_cds_NP_309350.1_1236,0.523
lcl|NC_002695.2_cds_NP_309351.2_1237,0.543
lcl|NC_002695.2_cds_NP_309352.1_1238,0.548
lcl|NC_002695.2_cds_NP_309353.1_1239,0.591
lcl|NC_002695.2_cds_NP_309354.1_1240,0.537
lcl|NC_002695.2_cds_NP_309357.1_1241,0.428
lcl|NC_002695.2_cds_NP_309360.1_1242,0.299
lcl|NC_002695.2_cds_NP_309363.2_1243,0.562
lcl|NC_002695.2_cds_NP_309364.1_1244,0.488
lcl|NC_002695.2_cds_NP_309365.1_1245,0.53
lcl|NC_002695.2_cds_NP_309366.1_1246,0.543
lcl|NC_002695.2_cds_NP_309367.2_1247,0.542
lcl|NC_002695.2_cds_NP_309368.2_1248,0.535
lcl|NC_002695.2_cds_NP_309369.1_1249,0.533
lcl|NC_002695.2_cds_NP_309370.1_1250,0.496
lcl|NC_002695.2_cds_NP_309371.1_1251,0.533
lcl|NC_002695.2_cds_NP_309372.1_1252,0.541
lcl|NC_002695.2_cds_NP_309373.2_1253,0.54
lcl|NC_002695.2_cds_NP_309375.1_1254,0.535
lcl|NC_002695.2_cds_NP_309376.1_1255,0.544
lcl|NC_002695.2_cds_NP_309377.1_1256,0.502
lcl|NC_002695.2_cds_NP_309378.1_1257,0.505
lcl|NC_002695.2_cds_NP_309379.2_1258,0.547
lcl|NC_002695.2_cds_NP_309380.1_1259,0.496
lcl|NC_002695.2_cds_NP_309381.1_1260,0.52
lcl|NC_002695.2_cds_NP_309382.1_1261,0.532
lcl|NC_002695.2_cds_NP_309383.1_1262,0.507
lcl|NC_002695.2_cds_NP_309385.1_1263,0.469
lcl|NC_002695.2_cds_NP_309387.1_1264,0.516
lcl|NC_002695.2_cds_NP_309389.2_1265,0.292
lcl|NC_002695.2_cds_YP_009502602.1_1266,0.426
lcl|NC_002695.2_cds_NP_309391.1_1267,0.41
lcl|NC_002695.2_cds_NP_309392.2_1268,0.467
lcl|NC_002695.2_cds_NP_309393.1_1269,0.473
lcl|NC_002695.2_cds_YP_009502603.1_1270,0.475
lcl|NC_002695.2_cds_NP_309397.1_1271,0.43
lcl|NC_002695.2_cds_NP_309399.2_1272,0.524
lcl|NC_002695.2_cds_NP_309400.1_1273,0.529
lcl|NC_002695.2_cds_NP_309401.1_1274,0.375
lcl|NC_002695.2_cds_NP_309403.1_1275,0.516
lcl|NC_002695.2_cds_NP_309404.1_1276,0.542
lcl|NC_002695.2_cds_NP_309405.1_1277,0.483
lcl|NC_002695.2_cds_YP_009502604.1_1278,0.49
lcl|NC_002695.2_cds_NP_309407.1_1279,0.535
lcl|NC_002695.2_cds_NP_309408.1_1280,0.52
lcl|NC_002695.2_cds_NP_309409.2_1281,0.526
lcl|NC_002695.2_cds_NP_309413.1_1282,0.513
lcl|NC_002695.2_cds_NP_309414.1_1283,0.526
lcl|NC_002695.2_cds_NP_309415.1_1284,0.548
lcl|NC_002695.2_cds_NP_309416.1_1285,0.417
lcl|NC_002695.2_cds_YP_009502605.1_1286,0.505
lcl|NC_002695.2_cds_NP_309420.1_1287,0.514
lcl|NC_002695.2_cds_NP_309421.1_1288,0.355
lcl|NC_002695.2_cds_NP_309422.1_1289,0.577
lcl|NC_002695.2_cds_NP_309423.1_1290,0.572
lcl|NC_002695.2_cds_NP_309424.1_1291,0.521
lcl|NC_002695.2_cds_NP_309425.1_1292,0.541
lcl|NC_002695.2_cds_NP_309426.1_1293,0.547
lcl|NC_002695.2_cds_NP_309428.1_1294,0.547
lcl|NC_002695.2_cds_NP_309429.1_1295,0.551
lcl|NC_002695.2_cds_NP_309430.1_1296,0.589
lcl|NC_002695.2_cds_NP_309431.1_1297,0.532
lcl|NC_002695.2_cds_NP_309432.1_1298,0.573
lcl|NC_002695.2_cds_NP_309433.1_1299,0.52
lcl|NC_002695.2_cds_NP_309434.3_1300,0.53
lcl|NC_002695.2_cds_NP_309435.1_1301,0.51
lcl|NC_002695.2_cds_NP_309436.1_1302,0.484
lcl|NC_002695.2_cds_NP_309437.2_1303,0.512
lcl|NC_002695.2_cds_NP_309438.1_1304,0.485
lcl|NC_002695.2_cds_NP_309439.1_1305,0.535
lcl|NC_002695.2_cds_NP_309440.4_1306,0.54
lcl|NC_002695.2_cds_NP_309441.1_1307,0.504
lcl|NC_002695.2_cds_NP_309442.1_1308,0.42
lcl|NC_002695.2_cds_NP_309443.1_1309,0.428
lcl|NC_002695.2_cds_NP_309444.1_1310,0.418
lcl|NC_002695.2_cds_NP_309446.1_1311,0.417
lcl|NC_002695.2_cds_NP_309447.1_1312,0.503
lcl|NC_002695.2_cds_NP_309448.1_1313,0.429
lcl|NC_002695.2_cds_NP_309449.1_1314,0.442
lcl|NC_002695.2_cds_NP_309450.1_1315,0.511
lcl|NC_002695.2_cds_NP_309451.3_1316,0.505
lcl|NC_002695.2_cds_NP_309452.1_1317,0.443
lcl|NC_002695.2_cds_NP_309453.2_1318,0.499
lcl|NC_002695.2_cds_NP_309454.3_1319,0.548
lcl|NC_002695.2_cds_NP_309455.1_1320,0.509
lcl|NC_002695.2_cds_NP_309456.2_1321,0.504
lcl|NC_002695.2_cds_NP_309459.1_1322,0.528
lcl|NC_002695.2_cds_NP_309460.1_1323,0.492
lcl|NC_002695.2_cds_NP_309461.1_1324,0.464
lcl|NC_002695.2_cds_NP_309462.1_1325,0.51
lcl|NC_002695.2_cds_NP_309463.2_1326,0.377
lcl|NC_002695.2_cds_NP_309464.1_1327,0.524
lcl|NC_002695.2_cds_NP_309465.3_1328,0.455
lcl|NC_002695.2_cds_NP_309466.1_1329,0.48
lcl|NC_002695.2_cds_NP_309467.1_1330,0.531
lcl|NC_002695.2_cds_NP_309468.1_1331,0.474
lcl|NC_002695.2_cds_NP_309469.1_1332,0.489
lcl|NC_002695.2_cds_NP_309470.2_1333,0.557
lcl|NC_002695.2_cds_NP_309471.1_1334,0.497
lcl|NC_002695.2_cds_NP_309472.1_1335,0.522
lcl|NC_002695.2_cds_NP_309473.1_1336,0.547
lcl|NC_002695.2_cds_NP_309474.1_1337,0.533
lcl|NC_002695.2_cds_NP_309475.1_1338,0.48
lcl|NC_002695.2_cds_NP_309476.1_1339,0.517
lcl|NC_002695.2_cds_NP_309477.1_1340,0.523
lcl|NC_002695.2_cds_NP_309478.1_1341,0.532
lcl|NC_002695.2_cds_NP_309479.1_1342,0.528
lcl|NC_002695.2_cds_NP_309480.1_1343,0.546
lcl|NC_002695.2_cds_NP_309481.1_1344,0.517
lcl|NC_002695.2_cds_NP_309482.1_1345,0.594
lcl|NC_002695.2_cds_NP_309483.1_1346,0.54
lcl|NC_002695.2_cds_NP_309484.1_1347,0.531
lcl|NC_002695.2_cds_NP_309485.3_1348,0.542
lcl|NC_002695.2_cds_NP_309486.1_1349,0.548
lcl|NC_002695.2_cds_NP_309487.1_1350,0.518
lcl|NC_002695.2_cds_NP_309488.1_1351,0.509
lcl|NC_002695.2_cds_NP_309489.1_1352,0.558
lcl|NC_002695.2_cds_NP_309491.1_1353,0.519
lcl|NC_002695.2_cds_NP_309492.3_1354,0.487
lcl|NC_002695.2_cds_NP_309493.1_1355,0.494
lcl|NC_002695.2_cds_NP_309494.1_1356,0.54
lcl|NC_002695.2_cds_NP_309495.3_1357,0.521
lcl|NC_002695.2_cds_NP_309496.1_1358,0.548
lcl|NC_002695.2_cds_NP_309497.1_1359,0.548
lcl|NC_002695.2_cds_NP_309498.1_1360,0.513
lcl|NC_002695.2_cds_NP_309499.1_1361,0.477
lcl|NC_002695.2_cds_NP_309500.1_1362,0.531
lcl|NC_002695.2_cds_NP_309501.1_1363,0.505
lcl|NC_002695.2_cds_NP_309502.1_1364,0.503
lcl|NC_002695.2_cds_NP_309503.1_1365,0.537
lcl|NC_002695.2_cds_NP_309504.1_1366,0.546
lcl|NC_002695.2_cds_NP_309505.1_1367,0.513
lcl|NC_002695.2_cds_NP_309506.1_1368,0.524
lcl|NC_002695.2_cds_NP_309507.1_1369,0.499
lcl|NC_002695.2_cds_NP_309508.3_1370,0.508
lcl|NC_002695.2_cds_NP_309509.1_1371,0.5
lcl|NC_002695.2_cds_NP_309510.1_1372,0.562
lcl|NC_002695.2_cds_NP_309511.1_1373,0.53
lcl|NC_002695.2_cds_NP_309512.1_1374,0.532
lcl|NC_002695.2_cds_NP_309513.2_1375,0.473
lcl|NC_002695.2_cds_NP_309514.1_1376,0.523
lcl|NC_002695.2_cds_NP_309515.1_1377,0.531
lcl|NC_002695.2_cds_NP_309516.3_1378,0.5
lcl|NC_002695.2_cds_NP_309517.1_1379,0.473
lcl|NC_002695.2_cds_NP_309518.2_1380,0.532
lcl|NC_002695.2_cds_NP_309519.2_1381,0.548
lcl|NC_002695.2_cds_NP_309520.1_1382,0.489
lcl|NC_002695.2_cds_NP_309521.1_1383,0.542
lcl|NC_002695.2_cds_NP_309522.2_1384,0.551
lcl|NC_002695.2_cds_NP_309523.2_1385,0.515
lcl|NC_002695.2_cds_NP_309524.1_1386,0.534
lcl|NC_002695.2_cds_NP_309525.1_1387,0.512
lcl|NC_002695.2_cds_NP_309526.1_1388,0.512
lcl|NC_002695.2_cds_NP_309527.1_1389,0.504
lcl|NC_002695.2_cds_NP_309528.1_1390,0.453
lcl|NC_002695.2_cds_NP_309529.1_1391,0.47
lcl|NC_002695.2_cds_NP_309530.2_1392,0.484
lcl|NC_002695.2_cds_NP_309531.2_1393,0.419
lcl|NC_002695.2_cds_NP_309532.1_1394,0.502
lcl|NC_002695.2_cds_NP_309533.1_1395,0.426
lcl|NC_002695.2_cds_NP_309534.1_1396,0.429
lcl|NC_002695.2_cds_NP_309535.1_1397,0.528
lcl|NC_002695.2_cds_NP_309536.1_1398,0.546
lcl|NC_002695.2_cds_NP_309537.2_1399,0.567
lcl|NC_002695.2_cds_NP_309538.1_1400,0.53
lcl|NC_002695.2_cds_NP_309539.1_1401,0.528
lcl|NC_002695.2_cds_NP_309540.1_1402,0.538
lcl|NC_002695.2_cds_NP_309541.1_1403,0.472
lcl|NC_002695.2_cds_NP_309542.1_1404,0.447
lcl|NC_002695.2_cds_NP_309543.1_1405,0.502
lcl|NC_002695.2_cds_NP_309544.1_1406,0.411
lcl|NC_002695.2_cds_NP_309545.1_1407,0.49
lcl|NC_002695.2_cds_YP_009502606.1_1408,0.476
lcl|NC_002695.2_cds_NP_309547.1_1409,0.526
lcl|NC_002695.2_cds_NP_309549.1_1410,0.538
lcl|NC_002695.2_cds_NP_309550.1_1411,0.523
lcl|NC_002695.2_cds_NP_309551.1_1412,0.478
lcl|NC_002695.2_cds_YP_009502607.1_1413,0.565
lcl|NC_002695.2_cds_YP_009502608.1_1414,0.542
lcl|NC_002695.2_cds_NP_309554.1_1415,0.542
lcl|NC_002695.2_cds_NP_309555.1_1416,0.464
lcl|NC_002695.2_cds_NP_309556.1_1417,0.552
lcl|NC_002695.2_cds_NP_309557.1_1418,0.542
lcl|NC_002695.2_cds_NP_309558.1_1419,0.47
lcl|NC_002695.2_cds_NP_309559.1_1420,0.547
lcl|NC_002695.2_cds_NP_309560.1_1421,0.463
lcl|NC_002695.2_cds_YP_009502609.1_1422,0.483
lcl|NC_002695.2_cds_NP_309561.1_1423,0.551
lcl|NC_002695.2_cds_NP_309562.1_1424,0.599
lcl|NC_002695.2_cds_NP_309563.1_1425,0.453
lcl|NC_002695.2_cds_NP_309565.1_1426,0.397
lcl|NC_002695.2_cds_NP_309566.2_1427,0.467
lcl|NC_002695.2_cds_NP_309567.1_1428,0.568
lcl|NC_002695.2_cds_NP_309568.1_1429,0.55
lcl|NC_002695.2_cds_NP_309569.1_1430,0.578
lcl|NC_002695.2_cds_NP_309570.1_1431,0.6
lcl|NC_002695.2_cds_YP_009502610.1_1432,0.568
lcl|NC_002695.2_cds_NP_309571.1_1433,0.558
lcl|NC_002695.2_cds_NP_309572.1_1434,0.554
lcl|NC_002695.2_cds_NP_309573.1_1435,0.581
lcl|NC_002695.2_cds_NP_309574.1_1436,0.577
lcl|NC_002695.2_cds_NP_309575.1_1437,0.6
lcl|NC_002695.2_cds_NP_309576.1_1438,0.533
lcl|NC_002695.2_cds_NP_309577.1_1439,0.573
lcl|NC_002695.2_cds_NP_309578.2_1440,0.576
lcl|NC_002695.2_cds_NP_304285.1_1441,0.573
lcl|NC_002695.2_cds_NP_309581.1_1442,0.576
lcl|NC_002695.2_cds_NP_309582.1_1443,0.581
lcl|NC_002695.2_cds_NP_309583.1_1444,0.412
lcl|NC_002695.2_cds_NP_309584.1_1445,0.443
lcl|NC_002695.2_cds_NP_309585.1_1446,0.581
lcl|NC_002695.2_cds_NP_309586.2_1447,0.516
lcl|NC_002695.2_cds_YP_009502611.1_1448,0.389
lcl|NC_002695.2_cds_NP_309587.1_1449,0.355
lcl|NC_002695.2_cds_NP_309588.1_1450,0.317
lcl|NC_002695.2_cds_NP_304296.1_1451,0.396
lcl|NC_002695.2_cds_NP_309591.1_1452,0.549
lcl|NC_002695.2_cds_NP_309592.1_1453,0.525
lcl|NC_002695.2_cds_NP_309594.1_1454,0.388
lcl|NC_002695.2_cds_NP_309595.1_1455,0.403
lcl|NC_002695.2_cds_NP_309597.3_1456,0.505
lcl|NC_002695.2_cds_NP_309598.1_1457,0.508
lcl|NC_002695.2_cds_NP_309599.1_1458,0.499
lcl|NC_002695.2_cds_NP_309600.2_1459,0.537
lcl|NC_002695.2_cds_NP_309601.1_1460,0.515
lcl|NC_002695.2_cds_NP_309603.1_1461,0.47
lcl|NC_002695.2_cds_NP_309604.1_1462,0.53
lcl|NC_002695.2_cds_NP_309605.1_1463,0.419
lcl|NC_002695.2_cds_NP_309606.1_1464,0.427
lcl|NC_002695.2_cds_NP_309607.1_1465,0.391
lcl|NC_002695.2_cds_NP_309608.1_1466,0.48
lcl|NC_002695.2_cds_NP_309609.2_1467,0.536
lcl|NC_002695.2_cds_NP_309613.1_1468,0.492
lcl|NC_002695.2_cds_NP_309614.1_1469,0.586
lcl|NC_002695.2_cds_NP_309615.1_1470,0.542
lcl|NC_002695.2_cds_NP_309616.3_1471,0.44
lcl|NC_002695.2_cds_NP_309617.1_1472,0.508
lcl|NC_002695.2_cds_NP_309618.2_1473,0.557
lcl|NC_002695.2_cds_NP_309619.2_1474,0.57
lcl|NC_002695.2_cds_NP_309620.1_1475,0.563
lcl|NC_002695.2_cds_NP_309621.1_1476,0.515
lcl|NC_002695.2_cds_NP_309622.1_1477,0.551
lcl|NC_002695.2_cds_NP_309624.1_1478,0.552
lcl|NC_002695.2_cds_NP_309625.1_1479,0.527
lcl|NC_002695.2_cds_NP_309626.1_1480,0.525
lcl|NC_002695.2_cds_NP_309628.1_1481,0.509
lcl|NC_002695.2_cds_NP_309629.1_1482,0.473
lcl|NC_002695.2_cds_NP_309630.1_1483,0.526
lcl|NC_002695.2_cds_NP_309631.1_1484,0.572
lcl|NC_002695.2_cds_NP_309632.2_1485,0.534
lcl|NC_002695.2_cds_NP_309633.1_1486,0.504
lcl|NC_002695.2_cds_NP_309634.3_1487,0.511
lcl|NC_002695.2_cds_NP_309635.1_1488,0.503
lcl|NC_002695.2_cds_NP_309636.1_1489,0.434
lcl|NC_002695.2_cds_NP_309637.1_1490,0.473
lcl|NC_002695.2_cds_NP_309638.1_1491,0.463
lcl|NC_002695.2_cds_NP_309639.1_1492,0.53
lcl|NC_002695.2_cds_NP_309640.1_1493,0.502
lcl|NC_002695.2_cds_NP_309641.1_1494,0.417
lcl|NC_002695.2_cds_NP_309642.1_1495,0.356
lcl|NC_002695.2_cds_NP_309643.1_1496,0.507
lcl|NC_002695.2_cds_NP_309644.1_1497,0.48
lcl|NC_002695.2_cds_NP_309645.1_1498,0.519
lcl|NC_002695.2_cds_NP_309646.1_1499,0.537
lcl|NC_002695.2_cds_YP_009502612.1_1500,0.475
lcl|NC_002695.2_cds_NP_309647.1_1501,0.474
lcl|NC_002695.2_cds_NP_309648.2_1502,0.493
lcl|NC_002695.2_cds_NP_309649.1_1503,0.499
lcl|NC_002695.2_cds_NP_309650.1_1504,0.509
lcl|NC_002695.2_cds_NP_309651.1_1505,0.563
lcl|NC_002695.2_cds_NP_309652.1_1506,0.435
lcl|NC_002695.2_cds_NP_309653.2_1507,0.321
lcl|NC_002695.2_cds_NP_309654.1_1508,0.396
lcl|NC_002695.2_cds_NP_309656.1_1509,0.526
lcl|NC_002695.2_cds_NP_309657.1_1510,0.543
lcl|NC_002695.2_cds_NP_309658.1_1511,0.546
lcl|NC_002695.2_cds_NP_309659.1_1512,0.586
lcl|NC_002695.2_cds_NP_309660.1_1513,0.608
lcl|NC_002695.2_cds_NP_309661.1_1514,0.598
lcl|NC_002695.2_cds_NP_309662.1_1515,0.563
lcl|NC_002695.2_cds_NP_309663.1_1516,0.569
lcl|NC_002695.2_cds_NP_309664.1_1517,0.579
lcl|NC_002695.2_cds_NP_309665.1_1518,0.551
lcl|NC_002695.2_cds_NP_309666.1_1519,0.543
lcl|NC_002695.2_cds_NP_309667.1_1520,0.584
lcl|NC_002695.2_cds_NP_309668.1_1521,0.541
lcl|NC_002695.2_cds_NP_309669.1_1522,0.563
lcl|NC_002695.2_cds_NP_309670.1_1523,0.584
lcl|NC_002695.2_cds_NP_309671.1_1524,0.576
lcl|NC_002695.2_cds_NP_309672.1_1525,0.558
lcl|NC_002695.2_cds_NP_309673.1_1526,0.593
lcl|NC_002695.2_cds_NP_309674.2_1527,0.59
lcl|NC_002695.2_cds_NP_309675.1_1528,0.562
lcl|NC_002695.2_cds_NP_309676.1_1529,0.557
lcl|NC_002695.2_cds_NP_309677.1_1530,0.547
lcl|NC_002695.2_cds_NP_309678.1_1531,0.473
lcl|NC_002695.2_cds_NP_309679.1_1532,0.429
lcl|NC_002695.2_cds_NP_309680.1_1533,0.396
lcl|NC_002695.2_cds_NP_309681.1_1534,0.379
lcl|NC_002695.2_cds_NP_309682.1_1535,0.475
lcl|NC_002695.2_cds_NP_309683.2_1536,0.407
lcl|NC_002695.2_cds_NP_309684.1_1537,0.482
lcl|NC_002695.2_cds_NP_309685.1_1538,0.517
lcl|NC_002695.2_cds_NP_309686.1_1539,0.586
lcl|NC_002695.2_cds_NP_309687.1_1540,0.585
lcl|NC_002695.2_cds_NP_309689.1_1541,0.422
lcl|NC_002695.2_cds_NP_309690.1_1542,0.434
lcl|NC_002695.2_cds_NP_309691.1_1543,0.443
lcl|NC_002695.2_cds_NP_309692.1_1544,0.541
lcl|NC_002695.2_cds_NP_309693.2_1545,0.539
lcl|NC_002695.2_cds_NP_309695.1_1546,0.431
lcl|NC_002695.2_cds_NP_309696.1_1547,0.497
lcl|NC_002695.2_cds_NP_309697.1_1548,0.509
lcl|NC_002695.2_cds_NP_309698.1_1549,0.423
lcl|NC_002695.2_cds_NP_309699.1_1550,0.43
lcl|NC_002695.2_cds_NP_309700.2_1551,0.491
lcl|NC_002695.2_cds_NP_309701.2_1552,0.439
lcl|NC_002695.2_cds_NP_309702.1_1553,0.524
lcl|NC_002695.2_cds_NP_309703.5_1554,0.472
lcl|NC_002695.2_cds_NP_309704.2_1555,0.414
lcl|NC_002695.2_cds_NP_309705.1_1556,0.483
lcl|NC_002695.2_cds_NP_309706.1_1557,0.509
lcl|NC_002695.2_cds_NP_309707.1_1558,0.524
lcl|NC_002695.2_cds_NP_309708.1_1559,0.526
lcl|NC_002695.2_cds_NP_309709.1_1560,0.514
lcl|NC_002695.2_cds_NP_309710.1_1561,0.498
lcl|NC_002695.2_cds_NP_309711.1_1562,0.561
lcl|NC_002695.2_cds_NP_309712.2_1563,0.575
lcl|NC_002695.2_cds_NP_309713.2_1564,0.527
lcl|NC_002695.2_cds_NP_309715.2_1565,0.526
lcl|NC_002695.2_cds_NP_309714.2_1566,0.518
lcl|NC_002695.2_cds_NP_309716.2_1567,0.532
lcl|NC_002695.2_cds_NP_309717.1_1568,0.526
lcl|NC_002695.2_cds_NP_309719.1_1569,0.541
lcl|NC_002695.2_cds_NP_309720.1_1570,0.501
lcl|NC_002695.2_cds_NP_309721.1_1571,0.523
lcl|NC_002695.2_cds_NP_309723.1_1572,0.536
lcl|NC_002695.2_cds_NP_309724.1_1573,0.54
lcl|NC_002695.2_cds_NP_309725.1_1574,0.54
lcl|NC_002695.2_cds_NP_309726.1_1575,0.536
lcl|NC_002695.2_cds_YP_009502613.1_1576,0.323
lcl|NC_002695.2_cds_NP_304434.1_1577,0.519
lcl|NC_002695.2_cds_NP_309730.2_1578,0.505
lcl|NC_002695.2_cds_NP_309731.1_1579,0.536
lcl|NC_002695.2_cds_NP_309732.4_1580,0.53
lcl|NC_002695.2_cds_NP_309735.1_1581,0.511
lcl|NC_002695.2_cds_NP_309736.1_1582,0.503
lcl|NC_002695.2_cds_NP_309737.1_1583,0.53
lcl|NC_002695.2_cds_NP_309738.3_1584,0.549
lcl|NC_002695.2_cds_NP_309739.2_1585,0.528
lcl|NC_002695.2_cds_NP_309740.1_1586,0.536
lcl|NC_002695.2_cds_NP_309741.1_1587,0.513
lcl|NC_002695.2_cds_NP_309742.1_1588,0.539
lcl|NC_002695.2_cds_NP_309743.1_1589,0.529
lcl|NC_002695.2_cds_NP_309744.1_1590,0.558
lcl|NC_002695.2_cds_NP_309745.1_1591,0.471
lcl|NC_002695.2_cds_NP_309746.1_1592,0.468
lcl|NC_002695.2_cds_NP_309747.1_1593,0.517
lcl|NC_002695.2_cds_YP_009502614.1_1594,0.565
lcl|NC_002695.2_cds_YP_009502615.1_1595,0.583
lcl|NC_002695.2_cds_NP_309748.1_1596,0.49
lcl|NC_002695.2_cds_NP_309749.1_1597,0.459
lcl|NC_002695.2_cds_NP_309750.3_1598,0.55
lcl|NC_002695.2_cds_NP_309751.1_1599,0.517
lcl|NC_002695.2_cds_NP_309752.3_1600,0.505
lcl|NC_002695.2_cds_NP_309753.1_1601,0.519
lcl|NC_002695.2_cds_NP_309754.1_1602,0.534
lcl|NC_002695.2_cds_NP_309755.1_1603,0.535
lcl|NC_002695.2_cds_NP_309756.1_1604,0.549
lcl|NC_002695.2_cds_NP_309757.1_1605,0.539
lcl|NC_002695.2_cds_NP_309758.1_1606,0.557
lcl|NC_002695.2_cds_NP_309759.1_1607,0.552
lcl|NC_002695.2_cds_NP_309761.1_1608,0.479
lcl|NC_002695.2_cds_NP_309762.1_1609,0.464
lcl|NC_002695.2_cds_NP_309763.3_1610,0.504
lcl|NC_002695.2_cds_NP_309764.1_1611,0.488
lcl|NC_002695.2_cds_NP_309765.1_1612,0.47
lcl|NC_002695.2_cds_NP_309766.1_1613,0.473
lcl|NC_002695.2_cds_NP_309767.1_1614,0.426
lcl|NC_002695.2_cds_NP_309768.1_1615,0.509
lcl|NC_002695.2_cds_NP_309769.1_1616,0.481
lcl|NC_002695.2_cds_NP_309770.2_1617,0.477
lcl|NC_002695.2_cds_NP_309771.1_1618,0.466
lcl|NC_002695.2_cds_NP_309772.1_1619,0.524
lcl|NC_002695.2_cds_NP_309773.1_1620,0.517
lcl|NC_002695.2_cds_NP_309774.1_1621,0.517
lcl|NC_002695.2_cds_NP_309775.2_1622,0.473
lcl|NC_002695.2_cds_NP_309776.1_1623,0.517
lcl|NC_002695.2_cds_NP_309777.1_1624,0.423
